word|state|url|audio
climb|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234328_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-11934-merge.wav|climb.wav
clock|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234347_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-23559-merge.wav|clock.wav
close|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234407_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-57671-merge.wav|close.wav
clothes|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234426_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-97748-merge.wav|clothes.wav
cloud|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234446_19.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-33818-merge.wav|cloud.wav
cloudy|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234506_19.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-01805-merge.wav|cloudy.wav
coat|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234525_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-46870-merge.wav|coat.wav
coconut|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234544_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-76064-merge.wav|coconut.wav
coin|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234602_18.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-63221-merge.wav|coin.wav
cola|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234622_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-24464-merge.wav|cola.wav
cold|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234641_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-31125-merge.wav|cold.wav
collect|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234700_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-77010-merge.wav|collect.wav
colour|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234718_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-99196-merge.wav|colour.wav
come|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234738_19.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-59915-merge.wav|come.wav
come back|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234759_20.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-82509-merge.wav|come back.wav
come on|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234820_20.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-00842-merge.wav|come on.wav
comein|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234838_18.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-24949-merge.wav|comein.wav
competition|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234858_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len11-51971-merge.wav|competition.wav
computer|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234917_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-80827-merge.wav|computer.wav
computer game|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234938_20.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len13-16006-merge.wav|computer game.wav
concert|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-234956_18.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-20568-merge.wav|concert.wav
cook|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235015_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-95776-merge.wav|cook.wav
cool|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235034_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-94230-merge.wav|cool.wav
cost|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235053_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-11240-merge.wav|cost.wav
cough|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235113_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-12667-merge.wav|cough.wav
could|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235132_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-96529-merge.wav|could.wav
couldn't=could not|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235153_21.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len18-99631-merge.wav|couldn't=could not.wav
count|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235212_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-74325-merge.wav|count.wav
country|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235231_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-44791-merge.wav|country.wav
countryside|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235250_19.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len11-52704-merge.wav|countryside.wav
cousin|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235310_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-80807-merge.wav|cousin.wav
cow|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235329_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-87498-merge.wav|cow.wav
crayon|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235348_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-74624-merge.wav|crayon.wav
crisp|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235407_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-68051-merge.wav|crisp.wav
cross|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235426_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-19896-merge.wav|cross.wav
cry|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235445_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-36025-merge.wav|cry.wav
cup|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235504_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-19527-merge.wav|cup.wav
cut|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235523_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-34417-merge.wav|cut.wav
cute|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235542_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-43201-merge.wav|cute.wav
dad|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235601_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-95136-merge.wav|dad.wav
daddy|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235620_18.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-74820-merge.wav|daddy.wav
dance|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235639_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-66590-merge.wav|dance.wav
dangerous|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235657_18.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-07914-merge.wav|dangerous.wav
dark|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235716_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-36131-merge.wav|dark.wav
day|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235736_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-24665-merge.wav|day.wav
deaf|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235754_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-53331-merge.wav|deaf.wav
dear|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235813_18.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-89423-merge.wav|dear.wav
december|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235832_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-84974-merge.wav|december.wav
delicious|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235851_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-59659-merge.wav|delicious.wav
desk|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235910_18.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-09645-merge.wav|desk.wav
didn't=did not|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235932_22.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len14-34875-merge.wav|didn't=did not.wav
different|success|http://ikuai.safepayer.cn:49966/static/wavs/0412-235951_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-94367-merge.wav|different.wav
difficult|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000010_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-48838-merge.wav|difficult.wav
dinner|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000029_18.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-10088-merge.wav|dinner.wav
dirty|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000048_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-47580-merge.wav|dirty.wav
dish|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000107_18.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-86292-merge.wav|dish.wav
do|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000125_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len2-47406-merge.wav|do.wav
doctor|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000145_20.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-56454-merge.wav|doctor.wav
doesn't|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000206_20.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-42952-merge.wav|doesn't.wav
dog|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000225_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-33160-merge.wav|dog.wav
doll|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000244_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-66284-merge.wav|doll.wav
dollar|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000303_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-38841-merge.wav|dollar.wav
don't|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000323_19.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-27587-merge.wav|don't.wav
door|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000342_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-58175-merge.wav|door.wav
down|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000401_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-69316-merge.wav|down.wav
dragon|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000420_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-42370-merge.wav|dragon.wav
dragon boat|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000441_20.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len11-76854-merge.wav|dragon boat.wav
dragon dance|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000501_19.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len12-19478-merge.wav|dragon dance.wav
drank|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000520_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-37801-merge.wav|drank.wav
draw|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000538_18.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-29243-merge.wav|draw.wav
dress|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000558_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-06975-merge.wav|dress.wav
drew|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000617_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-05388-merge.wav|drew.wav
drink|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000636_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-45750-merge.wav|drink.wav
drive|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000656_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-40089-merge.wav|drive.wav
driver|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000716_19.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-77775-merge.wav|driver.wav
drove|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000735_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-37330-merge.wav|drove.wav
drum|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000755_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-98695-merge.wav|drum.wav
dry|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000814_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-63394-merge.wav|dry.wav
duck|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000833_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-98123-merge.wav|duck.wav
dumpling|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000853_19.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-35763-merge.wav|dumpling.wav
during|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000912_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-23343-merge.wav|during.wav
dvd|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000931_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-46993-merge.wav|dvd.wav
e-card|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-000952_20.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-17566-merge.wav|e-card.wav
each|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001010_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-34484-merge.wav|each.wav
each other|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001030_19.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len10-23325-merge.wav|each other.wav
ear|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001049_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-69542-merge.wav|ear.wav
early|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001108_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-62189-merge.wav|early.wav
earth|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001126_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-05691-merge.wav|earth.wav
east|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001145_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-22994-merge.wav|east.wav
easter|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001204_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-20165-merge.wav|easter.wav
easy|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001222_18.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-75772-merge.wav|easy.wav
easy-hard|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001244_21.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-24012-merge.wav|easy-hard.wav
eat|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001302_18.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-97386-merge.wav|eat.wav
egg|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001322_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-16064-merge.wav|egg.wav
eight|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001341_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-79239-merge.wav|eight.wav
eighteen|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001400_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-93740-merge.wav|eighteen.wav
eighty|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001419_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-94895-merge.wav|eighty.wav
elephant|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001438_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-34156-merge.wav|elephant.wav
eleven|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001456_18.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-65046-merge.wav|eleven.wav
email|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001515_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-25435-merge.wav|email.wav
end|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001534_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-85474-merge.wav|end.wav
english|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001552_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-81906-merge.wav|english.wav
english book|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001613_20.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len12-29273-merge.wav|english book.wav
enjoy|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001632_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-83737-merge.wav|enjoy.wav
eraser|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001651_19.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-55431-merge.wav|eraser.wav
evening|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001710_18.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-55645-merge.wav|evening.wav
ever|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001729_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-06495-merge.wav|ever.wav
every|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001748_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-97493-merge.wav|every.wav
everyday|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001808_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-07650-merge.wav|everyday.wav
everyone|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001827_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-14756-merge.wav|everyone.wav
everything|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001846_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len10-73657-merge.wav|everything.wav
everywhere|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001905_18.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len10-00820-merge.wav|everywhere.wav
excited|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001923_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-58050-merge.wav|excited.wav
excuse me|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-001944_20.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-97187-merge.wav|excuse me.wav
exercise|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002002_18.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-36862-merge.wav|exercise.wav
expensive|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002021_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-21171-merge.wav|expensive.wav
eye|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002040_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-14912-merge.wav|eye.wav
face|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002101_20.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-07883-merge.wav|face.wav
factory|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002120_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-82607-merge.wav|factory.wav
fall off|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002141_20.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-09785-merge.wav|fall off.wav
fall over|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002200_19.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-28472-merge.wav|fall over.wav
family|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002220_19.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-79684-merge.wav|family.wav
famous|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002240_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-65514-merge.wav|famous.wav
fan|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002259_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-61373-merge.wav|fan.wav
fantastic|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002318_19.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-85511-merge.wav|fantastic.wav
far|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002338_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-70508-merge.wav|far.wav
farm|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002356_18.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-76221-merge.wav|farm.wav
farmer|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002415_18.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-46805-merge.wav|farmer.wav
fast|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002433_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-49886-merge.wav|fast.wav
fast food|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002456_22.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-81103-merge.wav|fast food.wav
fat|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002515_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-07985-merge.wav|fat.wav
fat-thin|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002536_20.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-31514-merge.wav|fat-thin.wav
father|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002555_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-63487-merge.wav|father.wav
father's day|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002617_22.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len12-61733-merge.wav|father's day.wav
favorite|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002636_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-51625-merge.wav|favorite.wav
favourite|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002656_19.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len9-21512-merge.wav|favourite.wav
feed|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002716_19.6s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-15729-merge.wav|feed.wav
feel|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002735_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-64873-merge.wav|feel.wav
fell|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002755_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-22473-merge.wav|fell.wav
festival|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002814_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-76686-merge.wav|festival.wav
fifteen|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002833_18.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len7-67995-merge.wav|fifteen.wav
fifty|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002853_19.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-73720-merge.wav|fifty.wav
film|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002913_20.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-34527-merge.wav|film.wav
find|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002932_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-90044-merge.wav|find.wav
fine|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-002952_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-47731-merge.wav|fine.wav
finger|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003011_19.0s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-07813-merge.wav|finger.wav
finish|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003029_18.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-38544-merge.wav|finish.wav
fire|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003048_18.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-44730-merge.wav|fire.wav
fire fighter|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003108_19.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len12-78994-merge.wav|fire fighter.wav
firecracker|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003127_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len11-14802-merge.wav|firecracker.wav
first|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003147_19.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-77306-merge.wav|first.wav
fish|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003207_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-49793-merge.wav|fish.wav
fish and chips|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003229_22.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len14-56244-merge.wav|fish and chips.wav
five|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003249_19.4s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-01938-merge.wav|five.wav
five-stones|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003310_21.3s-seed12.pt-temp1e-05-top_p0.501-top_k12-len11-33606-merge.wav|five-stones.wav
flag|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003329_18.9s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-75501-merge.wav|flag.wav
flew|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003349_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-12964-merge.wav|flew.wav
floor|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003407_18.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-40626-merge.wav|floor.wav
flower|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003426_18.5s-seed12.pt-temp1e-05-top_p0.501-top_k12-len6-81199-merge.wav|flower.wav
flute|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003446_19.7s-seed12.pt-temp1e-05-top_p0.501-top_k12-len5-70867-merge.wav|flute.wav
fly|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003505_19.1s-seed12.pt-temp1e-05-top_p0.501-top_k12-len3-49540-merge.wav|fly.wav
fly away|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003525_19.8s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-22489-merge.wav|fly away.wav
food|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003544_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-21562-merge.wav|food.wav
foot|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003604_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len4-69607-merge.wav|foot.wav
football|success|http://ikuai.safepayer.cn:49966/static/wavs/0413-003623_19.2s-seed12.pt-temp1e-05-top_p0.501-top_k12-len8-66718-merge.wav|football.wav
